"","SI_2_2.1","SI_2_2.2","SI_2_2.3","SI_2_2.4","SI_2_2.5","SI_2_2.6","SI_2_2.7","SI_2_2.8","SI_2_2.9","SI_2_2.10","SI_2_2.11","SI_2_2.12","SI_2_2.13"
"NÚMERO SECUENCIAL",905832,905833,905834,905835,905836,905837,3775808,905838,905839,905840,905841,905842,905843
"DESCRIPCIÓN DE LA SERIE","INTERVENCIÓN BCE. TIPO SUBASTA PRINCIPAL. TIPO MÍNIMO","INTERVENCIÓN BCE. TIPO SUBASTA PRINCIPAL. VARIACIÓN DEL TIPO MÍNIMO","INTERVENCIÓN BCE. TIPO SUBASTA PRINCIPAL. TIPO MARGINAL","INTERVENCIÓN BCE. TIPO SUBASTA PRINCIPAL. TIPO MEDIO","INTERVENCIÓN BCE. TIPO FACILIDAD DE CRÉDITO","INTERVENCIÓN BCE. TIPO FACILIDAD DE DEPÓSITO","ECONOMIA MUNDIAL. TIPO DE INTERÉS DÍA A DÍA. MERCADOS UEM. INTERBANCARIO. ESTER. BCE. ","MERCADOS MONETARIOS. TIPO EONIA","MERCADOS MONETARIOS. EURIBOR 1 MES","MERCADOS MONETARIOS. EURIBOR 3 MESES","MERCADOS MONETARIOS. EURIBOR 6 MESES","MERCADOS MONETARIOS. EURIBOR 12 MESES","FUTUROS EURIBOR 3 MESES. PRIMER VENCIMIENTO"
"DESCRIPCIÓN DE LAS UNIDADES","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Céntimos de Euros","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Porcentaje","Porcentaje"
"04 AGO2003","_","_","_","_",3.000,1.000,"_",2.070,2.123,2.139,2.177,2.279,97.865
"05 AGO2003",2.000,0.000,2.050,2.060,3.000,1.000,"_",2.070,2.121,2.138,2.165,2.263,97.860
"06 AGO2003","_","_","_","_",3.000,1.000,"_",2.060,2.119,2.136,2.167,2.269,97.870
"07 AGO2003","_","_","_","_",3.000,1.000,"_",2.060,2.121,2.136,2.161,2.250,97.865
"08 AGO2003","_","_","_","_",3.000,1.000,"_",2.060,2.119,2.135,2.152,2.218,97.875
"11 AGO2003","_","_","_","_",3.000,1.000,"_",2.060,2.119,2.135,2.152,2.225,97.865
"12 AGO2003",2.000,0.000,2.050,2.060,3.000,1.000,"_",2.060,2.119,2.136,2.158,2.244,97.870
"13 AGO2003","_","_","_","_",3.000,1.000,"_",2.060,2.118,2.135,2.163,2.253,97.865
"14 AGO2003","_","_","_","_",3.000,1.000,"_",2.060,2.118,2.138,2.169,2.273,97.863
"15 AGO2003","_","_","_","_",3.000,1.000,"_",2.070,2.118,2.138,2.168,2.278,97.860
"18 AGO2003","_","_","_","_",3.000,1.000,"_",2.070,2.116,2.137,2.167,2.280,97.865
"19 AGO2003",2.000,0.000,2.060,2.060,3.000,1.000,"_",2.070,2.115,2.139,2.177,2.305,97.860
"20 AGO2003","_","_","_","_",3.000,1.000,"_",2.090,2.119,2.137,2.167,2.269,97.865
"21 AGO2003","_","_","_","_",3.000,1.000,"_",2.150,2.123,2.141,2.178,2.300,97.860
"22 AGO2003","_","_","_","_",3.000,1.000,"_",2.450,2.127,2.147,2.179,2.305,97.855
"25 AGO2003","_","_","_","_",3.000,1.000,"_",2.100,2.127,2.147,2.181,2.307,97.858
"26 AGO2003",2.000,0.000,2.080,2.080,3.000,1.000,"_",2.100,2.129,2.149,2.188,2.321,97.850
"27 AGO2003","_","_","_","_",3.000,1.000,"_",2.090,2.132,2.154,2.195,2.328,97.845
"28 AGO2003","_","_","_","_",3.000,1.000,"_",2.090,2.133,2.151,2.200,2.337,97.845
"29 AGO2003","_","_","_","_",3.000,1.000,"_",2.140,2.133,2.152,2.195,2.315,97.850
"01 SEP2003","_","_","_","_",3.000,1.000,"_",2.090,2.132,2.151,2.196,2.314,97.850
"02 SEP2003",2.000,0.000,2.070,2.080,3.000,1.000,"_",2.090,2.132,2.153,2.206,2.356,97.845
"03 SEP2003","_","_","_","_",3.000,1.000,"_",2.090,2.138,2.160,2.217,2.384,97.840
"04 SEP2003","_","_","_","_",3.000,1.000,"_",2.080,2.139,2.161,2.212,2.369,97.845
"05 SEP2003","_","_","_","_",3.000,1.000,"_",2.080,2.138,2.159,2.204,2.339,97.850
"08 SEP2003","_","_","_","_",3.000,1.000,"_",2.080,2.136,2.157,2.193,2.290,97.848
"09 SEP2003",2.000,0.000,2.070,2.080,3.000,1.000,"_",2.080,2.136,2.157,2.193,2.290,97.848
"10 SEP2003","_","_","_","_",3.000,1.000,"_",2.080,2.130,2.152,2.191,2.276,97.850
"11 SEP2003","_","_","_","_",3.000,1.000,"_",2.080,2.127,2.152,2.189,2.269,97.850
"12 SEP2003","_","_","_","_",3.000,1.000,"_",2.080,2.127,2.152,2.195,2.300,97.845
"15 SEP2003","_","_","_","_",3.000,1.000,"_",2.080,2.126,2.151,2.190,2.261,97.835
"16 SEP2003",2.000,0.000,2.070,2.080,3.000,1.000,"_",2.080,2.128,2.150,2.187,2.258,97.840
"17 SEP2003","_","_","_","_",3.000,1.000,"_",2.070,2.125,2.151,2.186,2.256,97.835
"18 SEP2003","_","_","_","_",3.000,1.000,"_",2.040,2.124,2.150,2.183,2.247,97.840
"19 SEP2003","_","_","_","_",3.000,1.000,"_",1.930,2.121,2.149,2.181,2.241,97.850
"22 SEP2003","_","_","_","_",3.000,1.000,"_",1.740,2.120,2.141,2.153,2.189,97.860
"23 SEP2003",2.000,0.000,2.060,2.070,3.000,1.000,"_",1.340,2.119,2.138,2.149,2.185,97.855
"24 SEP2003","_","_","_","_",3.000,1.000,"_",2.070,2.119,2.135,2.154,2.203,97.865
"25 SEP2003","_","_","_","_",3.000,1.000,"_",2.060,2.118,2.133,2.145,2.174,97.860
"26 SEP2003","_","_","_","_",3.000,1.000,"_",2.060,2.114,2.132,2.143,2.172,97.875
"29 SEP2003","_","_","_","_",3.000,1.000,"_",2.060,2.114,2.133,2.132,2.165,97.890
"30 SEP2003",2.000,0.000,2.050,2.060,3.000,1.000,"_",2.100,2.111,2.128,2.109,2.130,97.900
"01 OCT2003","_","_","_","_",3.000,1.000,"_",2.060,2.103,2.121,2.093,2.117,97.900
"02 OCT2003","_","_","_","_",3.000,1.000,"_",2.060,2.101,2.122,2.102,2.132,97.870
"03 OCT2003","_","_","_","_",3.000,1.000,"_",2.060,2.103,2.127,2.142,2.213,97.855
"06 OCT2003","_","_","_","_",3.000,1.000,"_",2.060,2.105,2.145,2.162,2.267,97.870
"07 OCT2003",2.000,0.000,2.050,2.060,3.000,1.000,"_",2.060,2.103,2.138,2.147,2.239,97.870
"08 OCT2003","_","_","_","_",3.000,1.000,"_",2.060,2.103,2.134,2.149,2.246,97.870
"09 OCT2003","_","_","_","_",3.000,1.000,"_",2.060,2.102,2.133,2.145,2.235,97.865
"10 OCT2003","_","_","_","_",3.000,1.000,"_",2.060,2.102,2.135,2.158,2.278,97.865
"13 OCT2003","_","_","_","_",3.000,1.000,"_",2.060,2.103,2.136,2.161,2.283,97.865
"14 OCT2003",2.000,0.000,2.050,2.050,3.000,1.000,"_",2.050,2.103,2.138,2.168,2.310,97.860
"15 OCT2003","_","_","_","_",3.000,1.000,"_",2.050,2.103,2.142,2.170,2.308,97.860
"16 OCT2003","_","_","_","_",3.000,1.000,"_",2.050,2.103,2.140,2.178,2.338,97.853
"17 OCT2003","_","_","_","_",3.000,1.000,"_",2.010,2.103,2.152,2.196,2.372,97.850
"20 OCT2003","_","_","_","_",3.000,1.000,"_",1.910,2.099,2.152,2.201,2.376,97.840
"21 OCT2003",2.000,0.000,2.040,2.050,3.000,1.000,"_",1.990,2.097,2.151,2.197,2.362,97.850
"22 OCT2003","_","_","_","_",3.000,1.000,"_",1.960,2.098,2.152,2.192,2.349,97.845
"23 OCT2003","_","_","_","_",3.000,1.000,"_",1.440,2.095,2.150,2.179,2.305,97.845
"24 OCT2003",2.000,0.000,2.040,2.050,3.000,1.000,"_",2.050,2.098,2.151,2.196,2.354,97.860
"27 OCT2003","_","_","_","_",3.000,1.000,"_",2.050,2.099,2.156,2.201,2.369,97.845
"28 OCT2003","_","_","_","_",3.000,1.000,"_",2.050,2.095,2.154,2.208,2.384,97.843
"29 OCT2003","_","_","_","_",3.000,1.000,"_",2.050,2.095,2.153,2.201,2.354,97.840
"30 OCT2003","_","_","_","_",3.000,1.000,"_",2.060,2.095,2.159,2.212,2.381,97.840
"31 OCT2003","_","_","_","_",3.000,1.000,"_",2.080,2.095,2.161,2.213,2.386,97.840
"03 NOV2003","_","_","_","_",3.000,1.000,"_",2.050,2.094,2.163,2.219,2.391,97.835
"04 NOV2003",2.000,0.000,2.040,2.050,3.000,1.000,"_",2.050,2.092,2.163,2.227,2.413,97.835
"05 NOV2003","_","_","_","_",3.000,1.000,"_",2.050,2.093,2.164,2.230,2.419,97.835
"06 NOV2003","_","_","_","_",3.000,1.000,"_",2.050,2.093,2.165,2.235,2.437,97.820
"07 NOV2003","_","_","_","_",3.000,1.000,"_",2.050,2.092,2.169,2.243,2.459,97.825
"10 NOV2003",2.000,0.000,2.030,2.040,3.000,1.000,"_",2.050,2.093,2.171,2.253,2.483,97.830
"11 NOV2003","_","_","_","_",3.000,1.000,"_",2.040,2.092,2.171,2.251,2.474,97.825
"12 NOV2003","_","_","_","_",3.000,1.000,"_",2.040,2.087,2.171,2.255,2.480,97.830
"13 NOV2003","_","_","_","_",3.000,1.000,"_",2.020,2.079,2.171,2.247,2.463,97.830
"14 NOV2003","_","_","_","_",3.000,1.000,"_",1.920,2.063,2.161,2.217,2.401,97.845
"17 NOV2003","_","_","_","_",3.000,1.000,"_",2.000,2.066,2.154,2.198,2.345,97.835
"18 NOV2003",2.000,0.000,2.000,2.020,3.000,1.000,"_",1.990,2.065,2.153,2.207,2.371,97.833
"19 NOV2003","_","_","_","_",3.000,1.000,"_",1.790,2.059,2.147,2.184,2.316,97.840
"20 NOV2003","_","_","_","_",3.000,1.000,"_",1.540,2.065,2.151,2.190,2.329,97.845
"21 NOV2003","_","_","_","_",3.000,1.000,"_",1.460,2.066,2.147,2.196,2.337,97.850
"24 NOV2003","_","_","_","_",3.000,1.000,"_",2.040,2.067,2.146,2.202,2.355,97.840
"25 NOV2003",2.000,0.000,2.000,2.020,3.000,1.000,"_",2.060,2.068,2.152,2.220,2.402,97.830
"26 NOV2003","_","_","_","_",3.000,1.000,"_",2.080,2.093,2.153,2.224,2.407,97.830
"27 NOV2003","_","_","_","_",3.000,1.000,"_",2.090,2.154,2.155,2.244,2.455,97.820
"28 NOV2003","_","_","_","_",3.000,1.000,"_",2.090,2.154,2.154,2.239,2.470,97.825
"01 DIC2003","_","_","_","_",3.000,1.000,"_",2.050,2.155,2.160,2.243,2.503,97.835
"02 DIC2003",2.000,0.000,2.000,2.030,3.000,1.000,"_",2.050,2.153,2.159,2.243,2.503,97.845
"03 DIC2003","_","_","_","_",3.000,1.000,"_",2.040,2.149,2.159,2.231,2.483,97.840
"04 DIC2003","_","_","_","_",3.000,1.000,"_",2.040,2.148,2.159,2.235,2.488,97.850
"05 DIC2003","_","_","_","_",3.000,1.000,"_",2.040,2.146,2.154,2.214,2.444,97.855
"08 DIC2003","_","_","_","_",3.000,1.000,"_",2.030,2.142,2.152,2.192,2.385,97.853
"09 DIC2003",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.030,2.138,2.149,2.193,2.382,97.855
"10 DIC2003","_","_","_","_",3.000,1.000,"_",2.040,2.136,2.149,2.204,2.410,97.850
"11 DIC2003","_","_","_","_",3.000,1.000,"_",2.040,2.135,2.150,2.205,2.415,97.850
"12 DIC2003","_","_","_","_",3.000,1.000,"_",2.050,2.135,2.148,2.202,2.373,97.850
"15 DIC2003","_","_","_","_",3.000,1.000,"_",2.040,2.132,2.146,2.206,2.371,97.850
"16 DIC2003",2.000,0.000,2.000,2.020,3.000,1.000,"_",2.030,2.132,2.145,2.194,2.353,97.855
"17 DIC2003","_","_","_","_",3.000,1.000,"_",1.880,2.123,2.144,2.195,2.349,97.860
"18 DIC2003","_","_","_","_",3.000,1.000,"_",1.710,2.119,2.141,2.184,2.312,97.865
"19 DIC2003","_","_","_","_",3.000,1.000,"_",1.620,2.117,2.142,2.183,2.322,97.870
"22 DIC2003",2.000,0.000,2.050,2.080,3.000,1.000,"_",1.890,2.121,2.140,2.183,2.326,97.865
"23 DIC2003","_","_","_","_",3.000,1.000,"_",2.460,2.124,2.142,2.182,2.327,97.875
"24 DIC2003","_","_","_","_",3.000,1.000,"_",2.280,2.126,2.142,2.181,2.330,97.875
"25 DIC2003","_","_","_","_","_","_","_","_","_","_","_","_","_"
"26 DIC2003","_","_","_","_","_","_","_","_","_","_","_","_","_"
"29 DIC2003","_","_","_","_",3.000,1.000,"_",2.330,2.124,2.142,2.177,2.304,97.875
"30 DIC2003",2.000,0.000,2.020,2.090,3.000,1.000,"_",2.220,2.105,2.126,2.174,2.311,97.910
"31 DIC2003","_","_","_","_",3.000,1.000,"_",2.320,2.101,2.124,2.168,2.305,97.910
"01 ENE2004","_","_","_","_","_","_","_","_","_","_","_","_","_"
"02 ENE2004","_","_","_","_",3.000,1.000,"_",2.060,2.099,2.120,2.151,2.275,97.890
"05 ENE2004",2.000,0.000,2.020,2.040,3.000,1.000,"_",2.050,2.094,2.114,2.151,2.302,97.895
"06 ENE2004","_","_","_","_",3.000,1.000,"_",2.040,2.092,2.113,2.145,2.285,97.903
"07 ENE2004","_","_","_","_",3.000,1.000,"_",2.040,2.086,2.104,2.134,2.269,97.905
"08 ENE2004","_","_","_","_",3.000,1.000,"_",2.040,2.083,2.103,2.133,2.258,97.905
"09 ENE2004","_","_","_","_",3.000,1.000,"_",2.040,2.082,2.102,2.124,2.237,97.915
"12 ENE2004","_","_","_","_",3.000,1.000,"_",2.040,2.082,2.095,2.104,2.170,97.915
"13 ENE2004",2.000,0.000,2.000,2.020,3.000,1.000,"_",2.040,2.080,2.092,2.112,2.189,97.908
"14 ENE2004","_","_","_","_",3.000,1.000,"_",2.020,2.069,2.086,2.113,2.194,97.915
"15 ENE2004","_","_","_","_",3.000,1.000,"_",1.940,2.059,2.080,2.113,2.202,97.915
"16 ENE2004","_","_","_","_",3.000,1.000,"_",1.950,2.058,2.076,2.108,2.190,97.928
"19 ENE2004","_","_","_","_",3.000,1.000,"_",1.990,2.060,2.077,2.109,2.207,97.925
"20 ENE2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.000,2.064,2.080,2.104,2.201,97.945
"21 ENE2004","_","_","_","_",3.000,1.000,"_",2.040,2.071,2.075,2.093,2.168,97.950
"22 ENE2004","_","_","_","_",3.000,1.000,"_",1.980,2.074,2.075,2.095,2.175,97.945
"23 ENE2004","_","_","_","_",3.000,1.000,"_",1.920,2.072,2.073,2.087,2.159,97.945
"26 ENE2004","_","_","_","_",3.000,1.000,"_",2.050,2.072,2.074,2.092,2.173,97.940
"27 ENE2004",2.000,0.000,2.010,2.020,3.000,1.000,"_",2.050,2.074,2.078,2.103,2.203,97.940
"28 ENE2004","_","_","_","_",3.000,1.000,"_",2.050,2.074,2.078,2.095,2.183,97.940
"29 ENE2004","_","_","_","_",3.000,1.000,"_",2.050,2.075,2.091,2.121,2.239,97.900
"30 ENE2004","_","_","_","_",3.000,1.000,"_",2.060,2.074,2.093,2.137,2.263,97.910
"02 FEB2004","_","_","_","_",3.000,1.000,"_",2.040,2.073,2.091,2.130,2.251,97.910
"03 FEB2004",2.000,0.000,2.010,2.020,3.000,1.000,"_",2.030,2.072,2.089,2.115,2.218,97.925
"04 FEB2004","_","_","_","_",3.000,1.000,"_",2.030,2.067,2.085,2.110,2.203,97.925
"05 FEB2004","_","_","_","_",3.000,1.000,"_",2.030,2.066,2.083,2.106,2.205,97.925
"06 FEB2004","_","_","_","_",3.000,1.000,"_",2.020,2.064,2.080,2.110,2.212,97.935
"09 FEB2004","_","_","_","_",3.000,1.000,"_",2.020,2.062,2.074,2.088,2.163,97.930
"10 FEB2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.020,2.060,2.070,2.084,2.149,97.930
"11 FEB2004","_","_","_","_",3.000,1.000,"_",2.020,2.057,2.074,2.099,2.187,97.930
"12 FEB2004","_","_","_","_",3.000,1.000,"_",2.020,2.057,2.067,2.085,2.150,97.935
"13 FEB2004","_","_","_","_",3.000,1.000,"_",2.020,2.057,2.067,2.082,2.147,97.940
"16 FEB2004","_","_","_","_",3.000,1.000,"_",2.020,2.056,2.065,2.079,2.149,97.950
"17 FEB2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.020,2.055,2.066,2.076,2.138,97.960
"18 FEB2004","_","_","_","_",3.000,1.000,"_",2.020,2.053,2.055,2.059,2.113,97.955
"19 FEB2004","_","_","_","_",3.000,1.000,"_",2.020,2.053,2.060,2.074,2.149,97.950
"20 FEB2004",2.000,0.000,2.000,2.000,3.000,1.000,"_",2.040,2.054,2.061,2.076,2.159,97.930
"23 FEB2004","_","_","_","_",3.000,1.000,"_",2.050,2.065,2.073,2.093,2.186,97.945
"24 FEB2004","_","_","_","_",3.000,1.000,"_",2.050,2.066,2.076,2.084,2.157,97.950
"25 FEB2004","_","_","_","_",3.000,1.000,"_",2.050,2.066,2.070,2.075,2.138,97.980
"26 FEB2004","_","_","_","_",3.000,1.000,"_",2.050,2.055,2.053,2.049,2.101,97.965
"27 FEB2004","_","_","_","_",3.000,1.000,"_",2.060,2.053,2.052,2.044,2.086,97.980
"01 MAR2004","_","_","_","_",3.000,1.000,"_",2.040,2.052,2.047,2.041,2.092,97.965
"02 MAR2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.030,2.053,2.052,2.054,2.119,97.950
"03 MAR2004","_","_","_","_",3.000,1.000,"_",1.990,2.047,2.057,2.072,2.157,97.955
"04 MAR2004","_","_","_","_",3.000,1.000,"_",1.880,2.039,2.054,2.066,2.151,97.940
"05 MAR2004","_","_","_","_",3.000,1.000,"_",1.840,2.045,2.061,2.081,2.156,97.950
"08 MAR2004","_","_","_","_",3.000,1.000,"_",1.900,2.047,2.052,2.051,2.072,97.945
"09 MAR2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",1.990,2.053,2.052,2.055,2.079,97.945
"10 MAR2004","_","_","_","_",3.000,1.000,"_",2.020,2.053,2.054,2.058,2.084,97.945
"11 MAR2004","_","_","_","_",3.000,1.000,"_",2.020,2.055,2.058,2.063,2.091,97.945
"12 MAR2004","_","_","_","_",3.000,1.000,"_",2.020,2.053,2.053,2.052,2.068,97.945
"15 MAR2004","_","_","_","_",3.000,1.000,"_",2.020,2.053,2.052,2.050,2.076,97.970
"16 MAR2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.010,2.053,2.053,2.049,2.078,97.970
"17 MAR2004","_","_","_","_",3.000,1.000,"_",2.010,2.052,2.052,2.047,2.070,98.000
"18 MAR2004","_","_","_","_",3.000,1.000,"_",2.000,2.046,2.040,2.020,2.042,98.025
"19 MAR2004","_","_","_","_",3.000,1.000,"_",2.000,2.043,2.034,2.010,2.040,98.013
"22 MAR2004","_","_","_","_",3.000,1.000,"_",2.010,2.042,2.025,2.001,2.025,98.025
"23 MAR2004",2.000,0.000,2.000,2.000,3.000,1.000,"_",2.030,2.042,2.021,1.997,2.027,98.010
"24 MAR2004","_","_","_","_",3.000,1.000,"_",2.050,2.044,2.017,1.996,2.019,98.050
"25 MAR2004","_","_","_","_",3.000,1.000,"_",2.050,2.028,1.989,1.947,1.963,98.085
"26 MAR2004","_","_","_","_",3.000,1.000,"_",2.050,2.020,1.967,1.923,1.947,98.090
"29 MAR2004","_","_","_","_",3.000,1.000,"_",2.060,2.016,1.957,1.924,1.960,98.055
"30 MAR2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.050,2.025,1.958,1.933,1.967,98.070
"31 MAR2004","_","_","_","_",3.000,1.000,"_",2.060,2.024,1.958,1.936,1.983,98.060
"01 ABR2004","_","_","_","_",3.000,1.000,"_",2.020,2.022,1.960,1.936,1.978,98.000
"02 ABR2004","_","_","_","_",3.000,1.000,"_",2.020,2.047,2.025,2.018,2.070,97.930
"05 ABR2004","_","_","_","_",3.000,1.000,"_",2.260,2.058,2.054,2.067,2.161,97.953
"06 ABR2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.750,2.057,2.051,2.048,2.133,97.960
"07 ABR2004","_","_","_","_",3.000,1.000,"_",2.040,2.053,2.038,2.038,2.113,97.965
"08 ABR2004","_","_","_","_",3.000,1.000,"_",2.040,2.052,2.036,2.036,2.119,97.963
"09 ABR2004","_","_","_","_","_","_","_","_","_","_","_","_","_"
"12 ABR2004","_","_","_","_",3.000,1.000,"_","_","_","_","_","_",97.960
"13 ABR2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.040,2.053,2.038,2.044,2.143,97.958
"14 ABR2004","_","_","_","_",3.000,1.000,"_",2.030,2.053,2.048,2.060,2.165,97.950
"15 ABR2004","_","_","_","_",3.000,1.000,"_",2.030,2.053,2.051,2.064,2.172,97.950
"16 ABR2004","_","_","_","_",3.000,1.000,"_",2.030,2.054,2.053,2.064,2.171,97.948
"19 ABR2004","_","_","_","_",3.000,1.000,"_",2.020,2.053,2.052,2.056,2.154,97.970
"20 ABR2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.020,2.054,2.052,2.066,2.177,97.965
"21 ABR2004","_","_","_","_",3.000,1.000,"_",2.020,2.054,2.066,2.084,2.201,97.950
"22 ABR2004","_","_","_","_",3.000,1.000,"_",2.020,2.054,2.059,2.079,2.189,97.955
"23 ABR2004","_","_","_","_",3.000,1.000,"_",2.020,2.053,2.056,2.070,2.169,97.950
"26 ABR2004","_","_","_","_",3.000,1.000,"_",2.030,2.054,2.064,2.096,2.226,97.938
"27 ABR2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.030,2.055,2.063,2.091,2.209,97.940
"28 ABR2004","_","_","_","_",3.000,1.000,"_",2.040,2.055,2.064,2.094,2.214,97.935
"29 ABR2004","_","_","_","_",3.000,1.000,"_",2.040,2.056,2.072,2.111,2.250,97.935
"30 ABR2004","_","_","_","_",3.000,1.000,"_",2.060,2.056,2.073,2.106,2.239,97.933
"03 MAY2004","_","_","_","_",3.000,1.000,"_",2.040,2.056,2.072,2.105,2.230,97.935
"04 MAY2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.040,2.056,2.073,2.103,2.223,97.930
"05 MAY2004","_","_","_","_",3.000,1.000,"_",2.040,2.059,2.072,2.097,2.210,97.930
"06 MAY2004","_","_","_","_",3.000,1.000,"_",2.030,2.057,2.074,2.099,2.222,97.920
"07 MAY2004","_","_","_","_",3.000,1.000,"_",1.830,2.056,2.081,2.126,2.274,97.900
"10 MAY2004","_","_","_","_",3.000,1.000,"_",1.840,2.061,2.086,2.143,2.313,97.905
"11 MAY2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.070,2.063,2.085,2.147,2.319,97.905
"12 MAY2004","_","_","_","_",3.000,1.000,"_",2.030,2.059,2.084,2.140,2.309,97.910
"13 MAY2004","_","_","_","_",3.000,1.000,"_",2.030,2.063,2.093,2.153,2.335,97.905
"14 MAY2004","_","_","_","_",3.000,1.000,"_",2.030,2.063,2.094,2.164,2.356,97.905
"17 MAY2004","_","_","_","_",3.000,1.000,"_",2.030,2.062,2.090,2.135,2.292,97.900
"18 MAY2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.030,2.062,2.091,2.142,2.308,97.900
"19 MAY2004","_","_","_","_",3.000,1.000,"_",2.020,2.062,2.091,2.146,2.321,97.900
"20 MAY2004","_","_","_","_",3.000,1.000,"_",2.020,2.062,2.091,2.149,2.333,97.895
"21 MAY2004","_","_","_","_",3.000,1.000,"_",2.030,2.061,2.090,2.144,2.313,97.900
"24 MAY2004","_","_","_","_",3.000,1.000,"_",2.030,2.063,2.093,2.154,2.344,97.900
"25 MAY2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.030,2.063,2.092,2.147,2.323,97.895
"26 MAY2004","_","_","_","_",3.000,1.000,"_",2.030,2.063,2.090,2.146,2.324,97.900
"27 MAY2004","_","_","_","_",3.000,1.000,"_",2.030,2.063,2.087,2.141,2.304,97.910
"28 MAY2004","_","_","_","_",3.000,1.000,"_",2.040,2.063,2.087,2.134,2.286,97.900
"31 MAY2004","_","_","_","_",3.000,1.000,"_",2.050,2.063,2.087,2.142,2.307,97.900
"01 JUN2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.040,2.064,2.087,2.151,2.332,97.900
"02 JUN2004","_","_","_","_",3.000,1.000,"_",2.040,2.067,2.089,2.153,2.337,97.900
"03 JUN2004","_","_","_","_",3.000,1.000,"_",2.090,2.074,2.096,2.167,2.366,97.895
"04 JUN2004","_","_","_","_",3.000,1.000,"_",2.120,2.075,2.101,2.170,2.361,97.900
"07 JUN2004","_","_","_","_",3.000,1.000,"_",1.980,2.078,2.102,2.169,2.363,97.900
"08 JUN2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",1.720,2.077,2.102,2.164,2.351,97.900
"09 JUN2004","_","_","_","_",3.000,1.000,"_",2.030,2.077,2.103,2.165,2.352,97.895
"10 JUN2004","_","_","_","_",3.000,1.000,"_",2.030,2.077,2.109,2.178,2.386,97.885
"11 JUN2004","_","_","_","_",3.000,1.000,"_",2.030,2.078,2.112,2.199,2.426,97.885
"14 JUN2004","_","_","_","_",3.000,1.000,"_",2.030,2.079,2.115,2.214,2.471,97.840
"15 JUN2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.030,2.082,2.121,2.214,2.479,97.850
"16 JUN2004","_","_","_","_",3.000,1.000,"_",2.030,2.082,2.119,2.198,2.404,97.850
"17 JUN2004","_","_","_","_",3.000,1.000,"_",2.030,2.082,2.122,2.212,2.463,97.845
"18 JUN2004","_","_","_","_",3.000,1.000,"_",2.030,2.079,2.123,2.207,2.445,97.855
"21 JUN2004","_","_","_","_",3.000,1.000,"_",2.030,2.078,2.124,2.211,2.448,97.860
"22 JUN2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.030,2.077,2.123,2.205,2.438,97.855
"23 JUN2004","_","_","_","_",3.000,1.000,"_",2.030,2.076,2.123,2.209,2.439,97.860
"24 JUN2004","_","_","_","_",3.000,1.000,"_",2.030,2.075,2.122,2.196,2.413,97.865
"25 JUN2004","_","_","_","_",3.000,1.000,"_",2.040,2.075,2.122,2.185,2.384,97.875
"28 JUN2004","_","_","_","_",3.000,1.000,"_",2.040,2.075,2.121,2.185,2.387,97.875
"29 JUN2004",2.000,0.000,2.010,2.020,3.000,1.000,"_",2.050,2.074,2.123,2.199,2.426,97.870
"30 JUN2004","_","_","_","_",3.000,1.000,"_",2.130,2.075,2.120,2.195,2.426,97.875
"01 JUL2004","_","_","_","_",3.000,1.000,"_",2.040,2.074,2.116,2.184,2.387,97.880
"02 JUL2004","_","_","_","_",3.000,1.000,"_",2.040,2.075,2.116,2.177,2.366,97.885
"05 JUL2004","_","_","_","_",3.000,1.000,"_",2.110,2.075,2.114,2.169,2.339,97.885
"06 JUL2004",2.000,0.000,2.000,2.010,3.000,1.000,"_",2.530,2.074,2.115,2.166,2.335,97.883
"07 JUL2004","_","_","_","_",3.000,1.000,"_",2.040,2.074,2.114,2.174,2.343,97.885
"08 JUL2004","_","_","_","_",3.000,1.000,"_",2.040,2.075,2.114,2.175,2.330,97.885
"09 JUL2004","_","_","_","_",3.000,1.000,"_",2.040,2.075,2.114,2.176,2.331,97.885
"12 JUL2004","_","_","_","_",3.000,1.000,"_",2.040,2.074,2.114,2.176,2.332,97.885
"13 JUL2004",2.000,0.000,2.010,2.010,3.000,1.000,"_",2.040,2.074,2.115,2.185,2.348,97.880
